cabin,content,date,destination,rating,route,title 
Economy,"
This economy class is really a cattle class. You need to even purchase your own earphone. So bring your own headphone the next time you fly with Air Canada. I paid quite a lot more to fly Air Canada than US airlines. At least I know the US airlines are cheap and don't expect much from them.
","Reviewed 3 August 2016
",Vancouver - Toronto,ui_bubble_rating bubble_30,Domestic,You need to buy your earphone
Economy,"
An unexceptional economy internal flight typical of an average North Americas/Canadian airline. Crew were ok; choice of food-for-purchase was unimaginative, limited, but reasonable quality. Seating was hard as two concrete slabs and leg-room was typically squashed for anyone near to 6ft or over. We had extra legroom, but it still wasn't adequate.
","Reviewed 3 August 2016
",Calgary - Newark,ui_bubble_rating bubble_30,USA,An OK experience
Economy,"
The flight was okay though you had to purchase drinks and food, but it was short enough that I didn't worry about entertainment because I had a book and a fellow passenger to talk to. But when I left the flight, I discovered I had left my sweater on the seat. No big problem I thought, the cleaners or staff...
","Reviewed 3 August 2016
",Bridgetown - Toronto,ui_bubble_rating bubble_30,International,Lost and found pretty hopeless
Economy,"
My wife and I had a bit of a cramped flight - not too bad though. Air Canada has clearly gone mercenary with the selling of mass quantities of snacks and scrimping on other munchies. The worst part was the dungeon in Toronto where we laid over. I'm talking about the Terminal F, gates 9 million and higher. At the...
","Reviewed 3 August 2016
",Vancouver - Detroit,ui_bubble_rating bubble_30,USA,"OK flight, dungeon of an airport"
Economy,"
Because I have a handicap problem and use a walker I had such good service. Able to take it right to the plane and they stored it and after we landed it was right at the door for me. I had a representative take us right to the baggage area and take the bags off the turnstyle and take us...
","Reviewed 3 August 2016
",Toronto - Kelowna,ui_bubble_rating bubble_50,Domestic,Over and Above the Line of Duty
Economy,"
The flight from Toronto was as right on time.
I was treated very well by all airport staff who were very courteous in offering any assistance needed.
The airline staff were very kind, friendly, and attentive when you boarded, and it continued throughout the short flight to Ottawa.
Each person felt special.
","Reviewed 3 August 2016
",Toronto - Ottawa,ui_bubble_rating bubble_50,Domestic,Fast and Comfortable
Economy,"
It is a long flight. They do not offer anything except water/coffee/tea. If you wish to eat you must purchase the food. Many choices were sold out or unavailable by the time the attendants got to us. The food was cold...when it should have been warm (i.e. Pizza)..sandwiches were not good...snacks were skimpy and not worth the money. If you...
","Reviewed 3 August 2016
",Toronto - San Diego,ui_bubble_rating bubble_30,USA,Trip to SanDiego...not great service...food for purchase is not great!
Economy,"
After a flight cancellation on United Air booked through Aeroplan, Air Canada staff at Heathrow Airport and on the phones refused to do anything to help as they insisted we had to contact Aeroplan. BTW -That's another company with poor customer service that only is open 7 am to 12 midnight Eastern time! Tough if you are Europe!
And then...
","Reviewed 3 August 2016
",London - Toronto,ui_bubble_rating bubble_10,International,"Air Canada...""We're not happy until you're unhappy !!"""
Economy,"
Great, smooth flight. Departed on time and arrived on time. Staff was very attentive and pleasantly happy. I was returning to Ontario after the Fort McMurray evacuation so not the most pleasant frame of mind but the flight was uneventful and as relaxing as it could be. Would recommend Air Canada for anyone traveling in Canada.
","Reviewed 3 August 2016
",Regina - Toronto,ui_bubble_rating bubble_50,Domestic,great flight home
Economy,"
I was very surprised by my flight to London. Great service, friendly and professional flight attendants, complementary food and beverages, yes that did included alcohol. also a lot of leg and seating room for the long flight. I did the package of hotel and flight with them including getting a car to hotel. It was all pre-paid so no worries...
","Reviewed 3 August 2016
",Toronto - London,ui_bubble_rating bubble_50,International,"London, or Bust!!!!..."
Economy,"
Air Canada is the best airline I have flown with next to Westjet, especially if you have to fly abroad. I did not pay for any extras, not even luggage. Staff is awesome.
","Reviewed 3 August 2016
",Toronto - Munich,ui_bubble_rating bubble_50,International,Awesome flight and service!!!
Economy,"
My wife and I flew to Vancouver in April . We were seated in 2 of the 3 seats in the middle row and found them to be reasonably comfortable,food and service to be very good and there was no dramas with the 14 hour flight. Fortunately I had read a review concerning the seating of our flight home, same...
","Reviewed 3 August 2016
",Sydney - Vancouver,ui_bubble_rating bubble_40,Domestic,Sydney/ Vancouver/ Sydney.
Business Class,"
The new configuration of Business Class seats (which I believe is now similar in most airlines) is great if travelling alone but not if you wish to communicate with your travelling companion. They are very comfortable but really isolated.
","Reviewed 3 August 2016
",Sydney - Vancouver,ui_bubble_rating bubble_30,International,A little disappointing
Business Class,"
We've taken a few flights with Air Canada as we like the direct flight into Vancouver from Australia. Quite like their business class 'pods' and the seat reclines flat so great for a good night's sleep. The only draw back on this flight, also returning from YVR is the food! For a national airline the food really is disappointing. The...
","Reviewed 3 August 2016
",Sydney - Vancouver,ui_bubble_rating bubble_40,International,Could do Better
Business Class,"
We flew using aeroplan points and it was the first time we were in business class.
We loved the service, the choice of meals and it was an enjoyable trip.
","Reviewed 3 August 2016
",Montreal - Vancouver,ui_bubble_rating bubble_50,Domestic,Pleasure Flight
Economy,"
I have had flights with Air Canada for years now with great experiences, but this review will focus on my latest one, a late night flight from Toronto to Edmonton. Line-check was quick and efficient, the customer service reps were friendly and helpful before the flight. The plane itself offered usb and regular charging stations for each seat, free in-seat...
","Reviewed 3 August 2016
",Toronto - Edmonton,ui_bubble_rating bubble_50,Domestic,"Great service, smooth flight"
Economy,"
Booked Air Canada because it is the preferred airline my company uses to book business travel with. If I had a choice, I would certainly choose the competition. Air Canada is still a lot better than others out there, but their mileage program Aeroplan has become obsolete, particularly when compared to WestJet's loyalty program.
If I have no choice, I...
","Reviewed 3 August 2016
",Calgary - Vancouver,ui_bubble_rating bubble_30,Domestic,Conference in Vancouver.
Economy,"
Flight over was on time and smooth no complaints, bit of a delay on ramp returning home, airline did not complete work in Calgary so work had to be done in maui, seemed like a bit of bad planning but other than that went well returning as well
","Reviewed 3 August 2016
",Calgary - Maui,ui_bubble_rating bubble_40,USA,Flight and attendants good
Economy,"
The flight was on schedule, our seat were as expected. My seat was clean and the flight went smoothly. Sit in row 19 seat A, the only reason I did not give a five because an Air Canada staff was sitting in row 18A in front of me and a flight attendant was talking to this persons the whole flight,...
","Reviewed 3 August 2016
",Montreal - Toronto,ui_bubble_rating bubble_30,Domestic,August 1 2016 - flight AC 410
Economy,"
While not plush, the seat was comfortable and enough legroom for this 6 footer to be able to stretch a bit. The food was better than expected and had flavor. Service was good. The inflight entertainment system worked as it should.
","Reviewed 3 August 2016
",Vancouver - London,ui_bubble_rating bubble_40,International,Comfortable to my surprise. Decent food too
Economy,"
After a terrific international flight with another airline, we were stuck with Air Canada for the last leg of our trip. Sure enough, and consistent with our past experience, Air Canada messed up again. Although we saw both of our suitcases on the tarmac in Toronto, when we arrived in Kingston (only 45 minutes away) my husband's suitcase was missing....
","Reviewed 3 August 2016
",Toronto - Kingston,ui_bubble_rating bubble_20,Domestic,Incompetent again
Economy,"
When travelling to Europe I like taking the dayflight from Toronto. It leaves YYZ at 9.00 AM and takes about a 6 hour flight. With time difference, one arrives around 9.30 PM. A light dinner and bed and the next day almost no jetlag. We flew the new Dreamliner 787 and it is a nice plane. I have flown this...
","Reviewed 3 August 2016
",Toronto - London,ui_bubble_rating bubble_40,International,YYZ-LHR Day flight
Economy,"
Air Canada remains our airline of choice. We always enjoy friendly, reliable service on this airline. For many of our flights, they offer the most and best flight time choices.
","Reviewed 3 August 2016
",Regina - Vancouver,ui_bubble_rating bubble_40,Domestic,We always have great service with Air Canada
Economy,"
Boeing 777. I had a window seat near the back of the plane The plane left on time and arrived in Vancouver 25 minutes early The service was very friendly The meals were very good for an airline They also had complementary French wine which was very good I am a tall person and the seating had enough leg room...
","Reviewed 3 August 2016
",Beijing - Vancouver,ui_bubble_rating bubble_40,International,Air canada
Economy,"
Very poor service, the flight attendant weren't kind at all. They just wanted to be done!
No TV. Seats are uncomfortable.
","Reviewed 3 August 2016
",Toronto - Chicago,ui_bubble_rating bubble_30,USA,poor service
Economy,"
Four flights, one lay over in Montreal, another in Halifax on return. Delay in departure made for a quick layover in Montreal, then delayed there as well. Flight was great though no service on longest leg at dinner time? But movie, wifi and charging slot. Return through Halifax great, no lines in customs but certainly not friendly, nor organized. Welcome...
","Reviewed 3 August 2016
",Boston - St. John's,ui_bubble_rating bubble_40,Canada,"Nice flight, courteous crew"
Business Class,"
I was so looking forward to the ""dreamliner"" to Delhi. However was disappointed as the business class felt very crowded the aisles were very narrow. The display of the menu was different from what we got.. The flight attendants were excellent and did their best ..the best part of the flight was watching the sun go down I am not...
","Reviewed 3 August 2016
",Toronto - New Delhi,ui_bubble_rating bubble_40,International,great non stop flight to India
Economy,"
The flight to Montreal was fine..was able to watch a movie during the flight everything was great. The flight to Las Vegas was uncomfortable the seats are very close and the audio system wasn't working so we couldn't watch a movie. The flight home we were delayed for 4 hrs in Vegas then when we finally arrived in Montreal our...
","Reviewed 3 August 2016
",Halifax - Las Vegas,ui_bubble_rating bubble_30,USA,Average
Economy,"
First thing to say is that I got a bargain for this flight. That being said I think quality of service is seriously lacking. It is possible I slept through it but the only meal I saw was a small yogurt and a piece of cake in a 9 hour flight. The seats were like garden furniture. They did not...
","Reviewed 3 August 2016
",Vancouver - London,ui_bubble_rating bubble_30,International,Barely Average
Economy,"
They need to update their planes (Air Jazz) for short hauls. Noisy /old aircraft and flight is longer than competition airline (Porter) .
But it is better for connections in Toronto Pearson .
Longer haul flights always seem to have hydraulic issues which means flights are delayed.
","Reviewed 3 August 2016
",Timmins - Toronto,ui_bubble_rating bubble_30,Domestic,Fleet needs to be updated
Economy,"
The flight left Boston late - no explanation. I landed in Toronto (BIG airport) and ran to catch my connection to Calgary, I had to go through security again just before I reached my gate only to have them tell me I wasn't on the next flight, I had been transferred to a flight 1 1/2 hours later. I then...
","Reviewed 3 August 2016
",Boston - Toronto,ui_bubble_rating bubble_20,Canada,Bumped off
Economy,"
Boarding was quick and painless in Brisbane and the aircraft departed on time and about 85% capacity. I was seated at 36A on 787-8 aircraft.
There was meal service after departure - I had chicken and pasta - very tasty - potato salad and sticky date pudding - all tasty - 287ml bottle of red wine was complimentary with the...
","Reviewed 3 August 2016
",Brisbane - Vancouver,ui_bubble_rating bubble_40,International,AC36 was a pretty good flight
Economy,"
My home is in Cuba and I fly there twice each year for prolonged periods. For several years I flew by Air Canada when the connection from Edmonton to Toronto was reasonable and so was the price. However Air Canada decided to change their flights to Air Canada Vacations. They would not honour frequent flyer points earned on that route,...
","Reviewed 3 August 2016
",Edmonton - Havana,ui_bubble_rating bubble_20,Caribbean,An unfortunate change
Economy,"
I've traveled dozens of times with this company and I've never been disappointed. They're rarely delayed and when they are they're always very efficient in finding with ways to help you in case you have a connecting flight. Whenever I go to Canada I travel with Air Canada.
","Reviewed 3 August 2016
",Paris - Montreal,ui_bubble_rating bubble_50,International,Always a safe bet
Economy,"
Flew from Heathrow to Halifax on 1st August 2016. Very quick to get on the flight. Good amount of space for hand luggage. Staff very polite. On board plane during flight the entertainment system did not work, so was offered a voucher for compensation, did not need to ask.
Food was reasonable. Had a meal and a snack, plenty of...
","Reviewed 3 August 2016
",London - Halifax,ui_bubble_rating bubble_50,International,Very good service
Economy,"
We have used Air Canada several times for flights to various destinations. The service is consistent but that being said this is not always good. We have not found this airlines ground personnel to be as helpful when navigating the kiosk check-in ,as other airlines are. And we have encountered more problems with this process than other airlines. However the...
","Reviewed 3 August 2016
",Toronto - Mumbai (Bombay),ui_bubble_rating bubble_40,International,Not the Best but not the Worst !
Economy,"
One of the earliest flights in the day and the baggage check-in at Toronto has all their baggage tag machines not working. They tell you to go to customer check-in with about 1000 people ahead of you and 2 hour until flight. Obviously would never get through the line in 2 hours, found that after only 10 minutes. I finally...
","Reviewed 3 August 2016
",Toronto - Regina,ui_bubble_rating bubble_10,Domestic,Horrible as Usual
Economy,"
The great thing about this flight was that it was nonstop and took only about 100 minutes outbound and only a bit longer on the way back. The website would not let me choose London Canada as the outbound airport and so I want to make it clear that this was not from Heathrow London UK. Everything that Air Canada...
","Reviewed 3 August 2016
",London - Ottawa,ui_bubble_rating bubble_40,International,Jazz nonstop from London Ontario to Ottawa Ontario
Business Class,"
Everything about the flight was amazing. The pods with lay down flat seating. The friendly attentive crew. Food was tasty. Flight went by very quickly. The only reason this is a 4 star review is the poor quality of service at the check in at Vancouver Airport. If someone does not like their job, and it involves dealing with the...
","Reviewed 3 August 2016
",Vancouver - Tokyo,ui_bubble_rating bubble_40,International,Amazing Business Class
Economy,"
i have flown across canada for business all my business career. i flew air canada a lot as we used them corporately. i hated them. the staff were unfriendly, older, crusty and grumpy. all my co workers hated them too and we would fly with anyone else. i took this flight as it was direct from mex city to vancouver,...
","Reviewed 3 August 2016
",Mexico City - Vancouver,ui_bubble_rating bubble_30,Canada,hmmmm...improved
Economy,"
This was a feeder flight for a long-haul international flight. The seats would be small for a midget. Thank god it was only an hour.
Seriously AC, upgrade your fleet
","Reviewed 3 August 2016
",Pittsburgh - Toronto,ui_bubble_rating bubble_20,Canada,Torture seats
Premium Economy,"
After hearing many negatives about Air Canada from Canadians traveling to Hawaii, I was pleasantly surprise by a smooth and comfortable flight to Copenhagen. Returned to Toronto after a two week visit and found the trip to be equally good. Food and beverage service was good and attendants circulated frequently checking on passenger needs and comfort. I had bulkhead seating...
","Reviewed 3 August 2016
",Toronto - Copenhagen,ui_bubble_rating bubble_50,International,Great flight to Europe and back
Economy,"
Excellent flight,a little cool on way home but on time,very nice staff and food very good.also fear of using own device on flight did work we'll to see films and media .thank you a good experience.will use this airline again.
","Reviewed 3 August 2016
",Dublin - Vancouver,ui_bubble_rating bubble_50,International,Rouge a real treat
Economy,"
Just a short flight from New York to Toronto, but the staff were excellent, very attentive through the flight. In flight service and food was ok for a morning flight. Although there was a bit of turbulence, it did not affect the service.
","Reviewed 3 August 2016
",New York City - Toronto,ui_bubble_rating bubble_50,Canada,Great service
Economy,"
Air Canada used a new Boeing 787-9 on this flight and every seat was occupied. The flight was fine. I had a comfortable aisle seat in row 18 of economy class behind the bulkhead with good food, but our flight attendant was lousy. I understand that the flight was full and a busy daytime flight, but she didn't smile once,...
","Reviewed 3 August 2016
",Frankfurt - Toronto,ui_bubble_rating bubble_40,International,Brand new plane with cranky flight attendant
Economy,"
This was a horrible flight, in what seemed like a very old plane with very little leg room, or in fact very little room to move at all. The food was totally unpalatable. Very disappointed, and on such a long flight, it would have been nice to be able to enjoy the ride
","Reviewed 3 August 2016
",Vancouver - Brisbane,ui_bubble_rating bubble_20,International,Squashed in like sardines
Economy,"
Everyone I talk too say's to avoid Air Canada. We decided to take a chance with them to the UK because we were able to get really cheap flights when WestJet announced they would fly to London. Our flight time kept getting changed online until after one change, we ended up with non-existent seats. Customer support was great, reserving our...
","Reviewed 3 August 2016
",Winnipeg - London,ui_bubble_rating bubble_40,International,"""Better than What Everyone Says"""
Premium Economy,"
This vacation was the second time using Air Canada. The flight to London, connecting through Calgary was a breeze. For an overnight flight the flight attendants were working harder than any airline I'd ever flown. Water and snacks were frequently offered. We paid extra for bulkhead seats - worth it! The flight back was a challenge due to leaving Heathrow...
","Reviewed 3 August 2016
",Portland - London,ui_bubble_rating bubble_30,International,Hard working flight attendants
Economy,"
Flight from Ottawa to Toronto was short but experienced problems making connection to Barbados. We are elderly and required wheel chair service at Toronto Airport. This service was poor especially as there were many changes from wheel chair to golf cart and vicaversa. This entailed waiting time. Furthermore staff shortages made it necessary for one attendant to deal with two...
","Reviewed 3 August 2016
",Ottawa - Bridgetown,ui_bubble_rating bubble_30,Caribbean,Not a very enjoyable experience.
Economy,"
Air Canada is one of my two favourite airlines. I usually travel back and forth from New Zealand to Canada. I will not book in on a different airline even though there are multiple legs to the trip. I feel safe in their planes. Comfort is what I expect for economy. The flight staff are friendly and usually provide me...
","Reviewed 3 August 2016
",Toronto - Wellington,ui_bubble_rating bubble_50,International,Never had an issue
Economy,"
Direct flight from Calgary to Ottawa. The ride was comfortable. The seats were ok. The entertainment system worked fine and offered good choice.
","Reviewed 3 August 2016
",Calgary - Ottawa,ui_bubble_rating bubble_30,Domestic,Pleasant enough
Premium Economy,"
Flight was great,only an hour long but recieved free snack and drinks,staff at check in was great friendly,so were the cabin workers.
","Reviewed 3 August 2016
",Windsor - Toronto,ui_bubble_rating bubble_50,Domestic,Great
Economy,"
This was the cheapest ticket ever in the past (at least) 10 years, which was about $1000. I liked the fact that they served two hot meals on our way. Beef teriyaki for dinner and pasta for breakfast.
","Reviewed 3 August 2016
",Vancouver - Tokyo,ui_bubble_rating bubble_40,International,Two hot meals!
Premium Economy,"
The flight was on time and arived on time. The service was good and no complaints from me or my father!
","Reviewed 3 August 2016
",Edmonton - Halifax,ui_bubble_rating bubble_40,Domestic,Good flight
Economy,"
This was a great way to avoid a long drive or a bus trip. In Halifax the line up for Customs for the morning flight was ridiculously long. Once boarding started we were told there were NO Washrooms on the plane. It would have been nice to have been informed of that several times pre-boarding. The flight is well under...
","Reviewed 3 August 2016
",Halifax - Charlottetown,ui_bubble_rating bubble_30,Domestic,Quick trip between Halifax and Charlottetown!
Economy,"
I hadn't flown Air Canada in a long time but I was sure impressed with the seats and spacing. The seats were wider and had more leg room. They were very comfortable. The flight was about 4 hours and we were not offered cookies or pretzels to eat. You had to pay for all food. The movie selection and screen...
","Reviewed 3 August 2016
",Toronto - Calgary,ui_bubble_rating bubble_40,Domestic,Air Canada Flight
Economy,"
After a nightmare experience with the combination United/Air Canada partners in crime in 2010, I swore I'd never fly United or Air Canada again unless it was free. So since I had a ridiculous amount of miles on a FF account with United, I decided to use them for my husband and my trip of a lifetime cruise out of...
","Reviewed 3 August 2016
",Denver - London,ui_bubble_rating bubble_20,International,Another bad travel experience
Economy,"
We were disappointed once again. Air Canada is often not our first choice but is a partner with Air New Zealand (which is fantastic). The flight to LAX was uneventful - but just that, nothing to write about. The return flight from LAX to YYC was a disaster. We arrived in LAX 8 hours prior to our flight. We immediately...
","Reviewed 3 August 2016
",Calgary - Los Angeles,ui_bubble_rating bubble_20,USA,Disappointed once again.
Economy,"
Once we were in the air the trip was ok. they charge like wounded bulls ($350 each one way for a 2 hour flight) and on top they charge extra for checked luggage.
Check in was fine, don't ask for anything on the flight or you'll be charged again. Oh soft drinks and water was gratis, so they made us...
","Reviewed 3 August 2016
",San Francisco - Vancouver,ui_bubble_rating bubble_20,Canada,a budget airline at a premium price
Economy,"
Great service except for having to pay for baggage and food. Not the roomiest in terms of leg room but also not the worst I've experienced .
","Reviewed 3 August 2016
",Vancouver - Toronto,ui_bubble_rating bubble_40,Domestic,Great service
Economy,"
Air Canada uses an older Boeing 767-300ER on this route, and while I wish it was one of their fine 777s or 787s, it was still a very comfortable flight in economy class. I paid extra for seat 12H on the aisle and it was surprisingly comfortable for an overnight flight. I would recommend the aisle and window seats in...
","Reviewed 3 August 2016
",Toronto - Sao Paulo,ui_bubble_rating bubble_40,International,"Older plane, but very good flight"
Economy,"
Do not like Air Canada and swore I would never fly with them again, however it was the only available flight for the date I wanted to leave for home, the first plane I was on was not bad, however they only offer a free drink on the flight where other airlines offer a drink and small snack ( the...
","Reviewed 3 August 2016
",Grande Prairie - Sydney,ui_bubble_rating bubble_30,Domestic,Trip home
Economy,"
Going to Las Vegas the plane was delayed an hour waiting for a connecting flight from Japan. The flight down was good, and the return was fine, but there is no control over all the people that bring extra carry-on, and the overheads fill fast, so get on early to get a space.
","Reviewed 3 August 2016
",Vancouver - Las Vegas,ui_bubble_rating bubble_40,USA,Usually reliable
Business Class,"
Absolutely fantastic Business Class service - new Pods were excellent - no climbing over anyone to get out, all individually offset. Cabin crew were excellent as was the food etc. Only drawback was the Air Canada Business class counter (in Vancouver) had to walk for ever to find it (signage could be much better) and the Lounge left a lot...
","Reviewed 3 August 2016
",Sydney - Vancouver,ui_bubble_rating bubble_40,International,Fantastic Business Class
Economy,"
My flight was overbooked. This is a highly unethical practice that is based solely on the financial bottom line. Passengers are viewed as cargo, not human beings with stories. I was bumped 5 minutes before boarding. I was told that I had been bumped because I did not select a seat. The hotels that Air Canad uses (negotiated low cost...
","Reviewed 3 August 2016
",Boston - Halifax,ui_bubble_rating bubble_10,Canada,"Bumped, almost bumped a second time, horrendous treatment of elderly grieving man"
Economy,"
It is unfortunate that Air Canada has the smaller fleets flying up to the NWT's as you usually have more luggage and accessories when going to a colder climate and to a highly photographic scenery.
","Reviewed 3 August 2016
",Nanaimo - Yellowknife,ui_bubble_rating bubble_40,Domestic,Oh Air Canada
Economy,"
Air Canada has always been a solid airline and I usually have no major problems. On this flight they were using one of their small jets. At 6'4"" the washroom was out of the question, fortunately I did have an exit row aisle seat so legroom was not a problem. The flight was quick and uneventful, complementary drink service was...
","Reviewed 3 August 2016
",San Francisco - Calgary,ui_bubble_rating bubble_40,Canada,Large man on small plane
Economy,"
Air Canada is know for bad service and poor attitude by their staff. And every time I fly AC they prove this fact over and over each time.
They need to take an example from ANA and Singapore airline with regards to customer service.
","Reviewed 3 August 2016
",Winnipeg - Vancouver,ui_bubble_rating bubble_30,Domestic,Ordinary service
Economy,"
His was our first long haul flight over 6 hours so wasn't sure what to expect.
Travel agent recommended airline due to price and direct from Brisbane to Vancouver. This was a new service which had only started couple weeks earlier.
Some minor hiccups with self service checkin but soon sorted. Nice new 787 which was clean and well presented....
","Reviewed 3 August 2016
",Brisbane - Vancouver,ui_bubble_rating bubble_40,International,First long haul air Canada flight
Premium Economy,"
Check in was a bit bumpy, the online check in would not work and the kiosk wouldn't work either - but I was immediately sent to the front of the line and got checked in on time. I had no seat assigned, and the flight was full - which seemed to be the experience of most everyone in line -...
","Reviewed 3 August 2016
",Toronto - Victoria,ui_bubble_rating bubble_40,Domestic,July 2nd to Victoria
Economy,"
We flew on Air Canada to Montreal, PQ in order to catch a Sunwing charter flight to Punta Cana, D.R. The Air Canada flight departed late due to required de-icing (no sweat) and arrived late in Montreal carrying our checked bags. No bags were off-loaded from the flight (double checked with baggage agent) and we were running out of time...
","Reviewed 3 August 2016
",New Brunswick - Montreal,ui_bubble_rating bubble_20,Domestic,Lost Luggage Spoils An Anniversary Trip
Economy,"
I was very satisfied with the Service, Check in on line is easy. Free baggage as I am a veteran, Stewardess suggested I move over to an empty row which I much appreciated.
Connection time was very limited in Vancouver and there was a Service personnel waiting for connecting passengers to direct them to our gate so we could make...
","Reviewed 3 August 2016
",Winnipeg - Kelowna,ui_bubble_rating bubble_40,Domestic,Air Canada Flight
Economy,"
I booked a flight through Flight network and got a great flight with little waiting time, and direct flights. Attendants were good with great service. I would recommend this airlines to all.
","Reviewed 3 August 2016
",Saskatoon - Victoria,ui_bubble_rating bubble_50,Domestic,"Great flight, price was right"
Premium Economy,"
Disappointed that not even pretzels, cookies, or some small snack was offered with the free water or juice.
Did not know ahead of time that earphones are not complimentary. Saw no notice of such for trip info.
Great to have a window to see the beautiful scenery.
","Reviewed 3 August 2016
",Toronto - Calgary,ui_bubble_rating bubble_40,Domestic,AC Toronto - Calgary
Economy,"
Noisy, small airplane, poor service and narrow seats. It is always the adage that you get what you pay for. But it is better and faster than driving so this airline has their place. Maybe as part of the service training, the importance of a smile could be included.
","Reviewed 3 August 2016
",Kelowna - Calgary,ui_bubble_rating bubble_30,Domestic,"If all that matters to you is price, this is the airline for you."
Economy,"
For anybody flying from Canada to Australia will really appreciate the direct flight from Vancouver to Sydney. Transiting through the USA is both tiring and inconvenient and adds hours to the trip. The flight is long and the cabin service was friendly and efficient but the food was plain and uninteresting and there was some reluctance to serve more than...
","Reviewed 3 August 2016
",Vancouver - Sydney,ui_bubble_rating bubble_40,International,Direct flight convenience
Premium Economy,"
This was a return flight originating in Los Angeles and the times of the flights were better for us. We travelled Premium Economy both ways. It was a good flight both ways, however, in the first flight, the plane was changed which of course changed the seating plan. I believe we paid Premium Economy for a couple of seats at...
","Reviewed 3 August 2016
",Los Angeles - Toronto,ui_bubble_rating bubble_40,Canada,The use of Economy Plus or Premium Economy
Business Class,"
We flew Air Canada from Hong Kong to Orland transited in Toronto. Both flights were reasonably comfortable. The cabin attendants worked hard but service and product knowledge was not up to date and appeared to need additional training. The transit at Toronto was confusing and tiresome as before and no improvements at least for five years.
","Reviewed 3 August 2016
",Hong Kong - Toronto,ui_bubble_rating bubble_40,International,Reasonably comfortable flights
Business Class,"
Check-in went very smoothly in London which was a big surprise for us. The Business Class lounge was very nice and we liked the fact that it gave faster access through Security. Flight from London to Halifax in business class very good service and was on schedule. Flight from Halifax to Charlottetown was on a very small plane. Pilot did...
","Reviewed 3 August 2016
",London - Charlottetown,ui_bubble_rating bubble_40,International,NICE SERVICE IN BUSINESS CLASS
Economy,"
Goog Flight, no free food(( but it's ok. Just in time to go there and back.
Customer service is good.
","Reviewed 3 August 2016
",Toronto - San Jose,ui_bubble_rating bubble_40,International,"Good Flight, not too bumpy."
Economy,"
Service was good, crew was helpfull. Seats were confortable, every seat had a touch screen tv in front and all movies were included with no charge.
","Reviewed 3 August 2016
",Edmonton - Vancouver,ui_bubble_rating bubble_50,Domestic,Great Service
Economy,"
I am a member of Air Canada's Million Mile Club; not to boast but rather to set out the fact that after having traveled over a million miles with Air Canada, I have a fairly good idea of what or what not to expect with Air Canada flights. Or, at least I thought I did.
Before the flight date I...
","Reviewed 3 August 2016
",Calgary - London,ui_bubble_rating bubble_30,International,Not the Air Canada I Remember
Economy,"
On this typical route flying direct from London Heathrow to St. Johns Air Canada is best...Previously I used flights to and from Düsseldorf which were BA operated...That made the picture complete...(Don´t want to mention the sad and cheap airline I recently used to get to Germany...)
","Reviewed 3 August 2016
",Dusseldorf - St. John's,ui_bubble_rating bubble_40,International,My Air Canada flights experiences is rated more than average...
Business Class,"
We had an exceptional business class experience on Air Canada's 787. The Maple Leaf lounges were nice, and the aircraft was great. Air Canada, unlike some other North American carriers, has lay-flat seats in a 1-2-1 configuration. The seat space was spacious and comfortable, complete with adjustable firmness and massage. We were able to sleep for several hours over the...
","Reviewed 3 August 2016
",Toronto - Istanbul,ui_bubble_rating bubble_50,International,Great Dreamliner Biz Class
Business Class,"
Only one person working at the business class check-in and it took more than 20 minutes before another counter was opened. Security and US immigration/customs queue were extremely long with no priority lane. The United Club Lounge used by Air Canada was OK and not too busy in the morning. Priority boarding worked well. The A320 aircraft has the old...
","Reviewed 3 August 2016
",San Francisco - Montreal,ui_bubble_rating bubble_20,Canada,No premium feeling at all
Business Class,"
I have flown almost every airline in North America in both business and economy, thats either a good thing or you can sympathize. Without question in my opinion, AC has the best product from check-in to arrival.
The US based carriers are rarely on time and the staff are generally miserable. I admit having status does skew things like lounge...
","Reviewed 3 August 2016
",Vancouver - Toronto,ui_bubble_rating bubble_40,Domestic,Best North American Airline by MILES
Economy,"
The seats we had on our flight from Amsterdam to Toronto were the worst we've ever experienced. They were on the right side if the plane toward the back of the plane and were incredibly narrow with limited leg room.
I expect it will be a very long time before I consider flying with Air Canada on an international flight.
","Reviewed 3 August 2016
",Amsterdam - Toronto,ui_bubble_rating bubble_30,International,Very narrow seats with little leg room
Economy,"
After travelling for 8 weeks and having 12 flights we were extremely disappointed in our own country's airline on our final flight home from Hong Kong to Vancouver. We flew from Bangkok to Hong Kong on Cathay Pacific and were able to book our seats 72 hours in advance, while Air Canada only allows 24 hours, so we were at...
","Reviewed 3 August 2016
",Hong Kong - Vancouver,ui_bubble_rating bubble_10,International,Worst airline experience in 12 flights
Premium Economy,"
Amazing airplane. If you can get onto one if these do it. The nicest airplane I have ever flown. Premium economy has special seat and is very comfortable. Great service and good food selection available.
","Reviewed 3 August 2016
",Toronto - Vancouver,ui_bubble_rating bubble_50,Domestic,One word......Dreamliner.
Economy,"
We were delayed in Ottawa and did not arrive in time for our connecting flight. Travelling with children and we were given accommodation overnight in Vancouver as well as meal chit.
","Reviewed 3 August 2016
",Ottawa - Nanaimo,ui_bubble_rating bubble_40,Domestic,Good service
